# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.691992449399549514e-06 1.115229242287796296e-09 6.380076520144939423e-04 8.777082443237304688e+00 4.866899871826171875e+01 1.395529210567474365e-01 4.120109558105468750e+00 7.203339785337448120e-02 3.782849311828613281e+00 2.491985820233821869e-02 1.408519458770751953e+01 1.349803358316421509e-01 1.774309539794921875e+01 2.697155878195189871e-06 1.130267102134041579e-09 6.434951210394501686e-04 8.777082443237304688e+00 4.866899871826171875e+01 1.395529210567474365e-01 4.120109558105468750e+00 7.203339785337448120e-02 3.782849311828613281e+00 2.491985820233821869e-02 1.408519458770751953e+01 1.349803358316421509e-01 1.774309539794921875e+01
1.000000000000000000e+03 2.771510843047053640e-08 8.538801332669265776e-10 3.362071765877772123e-06 8.446916937828063965e-01 2.348987579345703125e+00 3.297904878854751587e-02 2.632510960102081299e-01 6.045961976051330566e-01 1.873623251914978027e+00 1.778607487678527832e+00 5.237799167633056641e+00 1.629574179649353027e+00 5.451576232910156250e+00 2.553489508727579960e-08 8.657531358480241579e-10 3.136065515718655661e-06 8.446916937828063965e-01 2.348987579345703125e+00 3.297904878854751587e-02 2.632510960102081299e-01 6.045961976051330566e-01 1.873623251914978027e+00 1.778607487678527832e+00 5.237799167633056641e+00 1.629574179649353027e+00 5.451576232910156250e+00
2.000000000000000000e+03 2.707443513827456627e-07 1.965651419411074130e-09 3.428076524869538844e-05 3.572665750980377197e-01 1.266638040542602539e+00 3.062743321061134338e-02 1.398383229970932007e-01 5.022995471954345703e-01 1.914180397987365723e+00 6.590058207511901855e-01 2.549635887145996094e+00 6.285578608512878418e-01 2.457561492919921875e+00 2.596059403003891930e-07 1.963738061050435135e-09 3.274362097727134824e-05 3.572665750980377197e-01 1.266638040542602539e+00 3.062743321061134338e-02 1.398383229970932007e-01 5.022995471954345703e-01 1.914180397987365723e+00 6.590058207511901855e-01 2.549635887145996094e+00 6.285578608512878418e-01 2.457561492919921875e+00
3.000000000000000000e+03 4.874525671993978904e-08 4.052627566863975517e-09 2.943758090623305179e-06 2.563525550067424774e-02 2.923790812492370605e-01 2.128444239497184753e-02 9.673915803432464600e-02 7.083564996719360352e-02 7.985191345214843750e-01 7.145322859287261963e-02 5.249998569488525391e-01 7.864834368228912354e-02 1.099579855799674988e-01 3.059850683939657756e-08 3.361650513511449390e-09 2.299743073308491148e-06 2.563525550067424774e-02 2.923790812492370605e-01 2.128444239497184753e-02 9.673915803432464600e-02 7.083564996719360352e-02 7.985191345214843750e-01 7.145322859287261963e-02 5.249998569488525391e-01 7.864834368228912354e-02 1.099579855799674988e-01
4.000000000000000000e+03 9.418520363624338643e-08 1.581834330188769400e-09 2.387039103268762119e-06 1.780498772859573364e-02 1.248393803834915161e-01 5.198287777602672577e-03 3.489505127072334290e-02 6.634330004453659058e-02 5.434328317642211914e-01 1.456306595355272293e-02 1.991790235042572021e-01 1.285815052688121796e-02 7.824399322271347046e-02 3.697565276183922833e-08 1.600012344837864475e-09 1.578051524120382965e-06 1.780498772859573364e-02 1.248393803834915161e-01 5.198287777602672577e-03 3.489505127072334290e-02 6.634330004453659058e-02 5.434328317642211914e-01 1.456306595355272293e-02 1.991790235042572021e-01 1.285815052688121796e-02 7.824399322271347046e-02
5.000000000000000000e+03 1.358541510398936225e-07 2.454326519796268258e-09 1.794961349332879763e-06 9.991859085857868195e-03 7.470642030239105225e-02 1.771256560459733009e-03 2.623793482780456543e-02 5.416154861450195312e-02 4.147075712680816650e-01 3.808273235335946083e-03 9.898266196250915527e-02 1.705377479083836079e-03 6.369327008724212646e-02 2.780876329211423581e-08 2.627920769882052809e-09 1.123116248891165014e-06 9.991859085857868195e-03 7.470642030239105225e-02 1.771256560459733009e-03 2.623793482780456543e-02 5.416154861450195312e-02 4.147075712680816650e-01 3.808273235335946083e-03 9.898266196250915527e-02 1.705377479083836079e-03 6.369327008724212646e-02
6.000000000000000000e+03 1.739653896493109642e-07 2.410365462779395784e-09 1.379918671773339156e-06 4.769555293023586273e-03 3.800443932414054871e-02 1.074486412107944489e-03 1.958277076482772827e-02 3.101911768317222595e-02 3.008864521980285645e-01 4.139630473218858242e-04 5.249399691820144653e-02 2.095825504511594772e-03 4.803806543350219727e-02 1.914924041557242163e-08 2.588375291878719509e-09 7.762230893604282755e-07 4.769555293023586273e-03 3.800443932414054871e-02 1.074486412107944489e-03 1.958277076482772827e-02 3.101911768317222595e-02 3.008864521980285645e-01 4.139630473218858242e-04 5.249399691820144653e-02 2.095825504511594772e-03 4.803806543350219727e-02
7.000000000000000000e+03 2.093205893061167444e-07 4.409509646308151787e-09 1.690292492639855482e-06 2.017801394686102867e-03 2.038327232003211975e-02 4.288439522497355938e-04 1.605471968650817871e-02 1.579394750297069550e-02 1.743760406970977783e-01 1.758060243446379900e-04 2.837333641946315765e-02 2.558238105848431587e-03 4.424525797367095947e-02 1.932373550062038703e-08 4.680514198440732798e-09 6.246899602047051303e-07 2.017801394686102867e-03 2.038327232003211975e-02 4.288439522497355938e-04 1.605471968650817871e-02 1.579394750297069550e-02 1.743760406970977783e-01 1.758060243446379900e-04 2.837333641946315765e-02 2.558238105848431587e-03 4.424525797367095947e-02
8.000000000000000000e+03 2.203909588160968269e-07 7.601856033545573155e-09 1.380809180773212574e-06 5.759620107710361481e-04 1.048432942479848862e-02 3.334507346153259277e-04 7.638445124030113220e-03 6.450909189879894257e-03 8.067892491817474365e-02 4.784146731253713369e-04 1.416540797799825668e-02 2.499881898984313011e-03 3.429305925965309143e-02 2.813751187602520076e-08 7.978416149967415549e-09 4.189496678463910939e-07 5.759620107710361481e-04 1.048432942479848862e-02 3.334507346153259277e-04 7.638445124030113220e-03 6.450909189879894257e-03 8.067892491817474365e-02 4.784146731253713369e-04 1.416540797799825668e-02 2.499881898984313011e-03 3.429305925965309143e-02
9.000000000000000000e+03 1.875555710739718052e-07 6.298415566874382421e-09 7.678538054278760683e-07 1.657339889789000154e-04 4.347900394350290298e-03 5.039256648160517216e-04 3.834699513390660286e-03 2.155226189643144608e-03 4.034034535288810730e-02 3.279184165876358747e-04 1.291308738291263580e-02 1.525657949969172478e-03 1.489271130412817001e-02 3.731974373977209325e-08 6.462995916223235326e-09 3.934615619982650969e-07 1.657339889789000154e-04 4.347900394350290298e-03 5.039256648160517216e-04 3.834699513390660286e-03 2.155226189643144608e-03 4.034034535288810730e-02 3.279184165876358747e-04 1.291308738291263580e-02 1.525657949969172478e-03 1.489271130412817001e-02
1.000000000000000000e+04 1.780323657385451952e-07 4.515958273998421646e-09 6.675717827420157846e-07 1.064180978573858738e-04 2.478021662682294846e-03 4.707134503405541182e-04 3.051503794267773628e-03 1.089730765670537949e-03 2.076357789337635040e-02 3.651971928775310516e-04 1.146650873124599457e-02 7.224333821795880795e-04 5.631099920719861984e-03 3.966187733794868109e-08 4.479004278579168385e-09 3.194824955699004931e-07 1.064180978573858738e-04 2.478021662682294846e-03 4.707134503405541182e-04 3.051503794267773628e-03 1.089730765670537949e-03 2.076357789337635040e-02 3.651971928775310516e-04 1.146650873124599457e-02 7.224333821795880795e-04 5.631099920719861984e-03
1.100000000000000000e+04 1.913365252903531655e-07 3.447577556769942930e-09 6.620442718485719524e-07 9.430272621102631092e-05 1.351830665953457355e-03 2.576335100457072258e-04 2.241655951365828514e-03 8.407632121816277504e-04 1.073548663407564163e-02 9.342780685983598232e-05 9.455843828618526459e-03 2.023860870394855738e-04 2.853579120710492134e-03 3.498547584968036972e-08 3.382000457463618659e-09 2.694006298042950220e-07 9.430272621102631092e-05 1.351830665953457355e-03 2.576335100457072258e-04 2.241655951365828514e-03 8.407632121816277504e-04 1.073548663407564163e-02 9.342780685983598232e-05 9.455843828618526459e-03 2.023860870394855738e-04 2.853579120710492134e-03
1.200000000000000000e+04 2.154113900587617536e-07 2.767840623363326813e-09 7.085893116709485184e-07 8.042373519856482744e-05 6.942094187252223492e-04 9.126915392698720098e-05 1.338078640401363373e-03 7.545805419795215130e-04 6.069057621061801910e-03 4.686236570705659688e-05 7.620295975357294083e-03 4.556421845336444676e-05 1.943215844221413136e-03 2.943861332482811122e-08 2.734186876907074293e-09 3.101550873907399364e-07 8.042373519856482744e-05 6.942094187252223492e-04 9.126915392698720098e-05 1.338078640401363373e-03 7.545805419795215130e-04 6.069057621061801910e-03 4.686236570705659688e-05 7.620295975357294083e-03 4.556421845336444676e-05 1.943215844221413136e-03
