# step, loss_train, loss_test, metrics_test
2.300000000000000000e+04 3.614647470229215287e-09 4.159572597473015776e-08 7.495165377235935011e-09 2.006047772340480151e-09 1.947676331326420041e-08 4.161953892634073782e-09
2.400000000000000000e+04 3.434876827412836064e-09 4.147652177266536455e-08 7.385865252729217900e-09 1.887062062166933174e-09 2.078517802317492169e-08 4.177750589917650359e-09
2.500000000000000000e+04 3.228370237806643672e-09 3.916315804985970317e-08 6.821941234136374987e-09 1.812993977168275705e-09 1.815746131228479499e-08 3.815731286493928565e-09
2.600000000000000000e+04 3.111195967520075101e-09 3.795456393618223956e-08 6.677885799888372276e-09 1.726121023892801531e-09 1.755385525825658988e-08 3.717808727543570058e-09
2.700000000000000000e+04 2.976689561506873360e-09 3.707337015157463611e-08 6.297253385412204807e-09 1.697466389671831166e-09 1.705945251728735457e-08 3.541384741012620907e-09
2.800000000000000000e+04 2.912551089195858367e-09 3.594711017740337411e-08 6.183777490065267557e-09 1.642509239729861292e-09 1.651786085687945160e-08 3.440911333640883640e-09
2.900000000000000000e+04 2.799163345557076354e-09 3.518627167409249523e-08 5.847921702439862202e-09 1.622910139609246016e-09 1.609745226005543373e-08 3.302387696635378234e-09
3.000000000000000000e+04 2.767258644453818306e-09 3.411700078004287207e-08 5.776599198981102745e-09 1.581818120932609872e-09 1.556325202045627520e-08 3.215015809132637514e-09
3.100000000000000000e+04 2.656090680730471831e-09 3.343689414236905577e-08 5.464131813681660788e-09 1.565503504608045660e-09 1.523303794215280504e-08 3.096358280885169734e-09
3.200000000000000000e+04 2.655774045123848737e-09 3.238354295831413765e-08 5.433983485403359737e-09 1.531085036532431332e-09 1.480908995432628217e-08 3.019468008957915117e-09
3.300000000000000000e+04 2.530132103828464096e-09 3.176558749373725732e-08 5.119036305956115029e-09 1.514091185761401448e-09 1.443269415091208430e-08 2.907801555096511947e-09
3.400000000000000000e+04 2.574354063256123482e-09 3.197140685529120674e-08 5.216092890947265914e-09 1.508791314108748338e-09 1.578045250028026203e-08 2.915063079811375246e-09
3.500000000000000000e+04 2.416467692611945495e-09 3.017916938574671804e-08 4.798703212571808763e-09 1.463197452089559647e-09 1.369354230007502338e-08 2.725133896319675841e-09
3.600000000000000000e+04 2.331913107056493573e-09 2.944873322974217444e-08 4.559564281692018994e-09 1.426212259403314420e-09 1.331660826053848723e-08 2.606211468858532498e-09
3.700000000000000000e+04 2.300836410285000966e-09 2.870968351942337904e-08 4.470970260683770903e-09 1.407410410436682469e-09 1.301059615599342578e-08 2.540671228956625782e-09
3.800000000000000000e+04 2.215763572621654021e-09 2.802970477944199956e-08 4.254901320166482037e-09 1.369090063541023028e-09 1.266091942397906678e-08 2.433175660954134401e-09
3.900000000000000000e+04 2.211310912159092368e-09 2.721887604195671884e-08 4.206984538512870131e-09 1.347564504428078180e-09 1.234443747222258025e-08 2.365846407670346707e-09
4.000000000000000000e+04 2.124361353494919058e-09 2.672983789864247228e-08 4.022292721117537440e-09 1.320498932422253802e-09 1.208751054804224623e-08 2.295950318753625652e-09
4.100000000000000000e+04 2.223661033085022609e-09 2.601559856429958018e-08 4.016430743547516613e-09 1.299833574108788525e-09 1.192988641207648470e-08 2.230859497132087199e-09
4.200000000000000000e+04 2.022648049049280417e-09 2.536787668816486985e-08 3.771507994798639629e-09 1.261609483549364086e-09 1.147418426938884295e-08 2.137265919799347103e-09
4.300000000000000000e+04 1.944096217343371791e-09 2.475745830565756478e-08 3.606006382383952769e-09 1.222535739309194014e-09 1.116230219366798337e-08 2.049563851969082862e-09
4.400000000000000000e+04 1.925344106368243047e-09 2.393918663301519700e-08 3.530117309580305118e-09 1.195634591333316621e-09 1.081475886621774407e-08 1.968698981613670185e-09
4.500000000000000000e+04 1.853044828692418378e-09 2.345091942856925016e-08 3.387841118751566682e-09 1.168527274941766336e-09 1.056133847043838614e-08 1.912697555894737889e-09
4.600000000000000000e+04 2.071419036298038918e-09 2.283986333395660040e-08 3.474866838715229278e-09 1.188242171323850016e-09 1.047521802632900290e-08 1.881782285551025780e-09
4.700000000000000000e+04 1.773171165453391041e-09 2.205992011283797183e-08 3.174175366993381431e-09 1.118629966434525613e-09 9.934693068203159783e-09 1.764215329380647290e-09
4.800000000000000000e+04 1.713448605222822607e-09 2.156276757148134493e-08 3.058069131256502260e-09 1.086507550596138572e-09 9.686811353049051831e-09 1.713476804887648086e-09
4.900000000000000000e+04 1.714822395193493776e-09 2.060813919513293513e-08 3.003654436284364238e-09 1.050321385420716069e-09 9.250546995076547319e-09 1.621234035908969418e-09
5.000000000000000000e+04 1.634922752735690210e-09 2.020407841030191776e-08 2.862436954131908351e-09 1.037543606585700218e-09 9.061154493394951714e-09 1.588855935708011202e-09
5.100000000000000000e+04 1.578853048300743467e-09 1.960860274152764759e-08 2.754735550780651465e-09 1.006380423440589311e-09 8.768821224691691896e-09 1.527620363539483606e-09
5.200000000000000000e+04 1.576875963138490988e-09 1.878205679872735345e-08 2.681894706313414645e-09 9.981222515165200093e-10 8.421069175312823063e-09 1.448907882561911720e-09
5.300000000000000000e+04 1.526199500112568330e-09 1.838606777937457082e-08 2.594750192486117157e-09 9.748593043923392543e-10 8.222689196202281892e-09 1.424160012142294818e-09
5.400000000000000000e+04 1.687034845154755658e-09 1.762389167936362355e-08 2.631102669070628508e-09 9.811341739052181765e-10 7.972612792173094931e-09 1.371623481460915173e-09
5.500000000000000000e+04 1.494574131122305971e-09 1.719492104257369647e-08 2.444818791857983342e-09 9.547532764386801318e-10 7.711912886065874773e-09 1.315541120483487703e-09
5.600000000000000000e+04 1.444412367490599536e-09 1.680004757531605719e-08 2.365921902836021218e-09 9.300522574307024115e-10 7.508439203718353383e-09 1.284177320037827030e-09
5.700000000000000000e+04 1.483633660370742291e-09 1.611416422520051128e-08 2.334915372159684921e-09 9.379472754034168247e-10 7.255377187931344451e-09 1.222787204824271612e-09
5.800000000000000000e+04 1.423447804071997780e-09 1.578835551185875374e-08 2.242702246135763744e-09 9.193684702424320676e-10 7.078768682333702600e-09 1.205687216732087563e-09
5.900000000000000000e+04 3.028782336045310331e-09 1.617874318071699236e-06 3.834654371814849583e-09 2.364239914953714106e-09 1.598027779436961282e-06 1.920990699844082883e-09
6.000000000000000000e+04 1.426825546602117356e-09 1.477463928978295371e-08 2.138842658538919750e-09 9.191168937050520071e-10 6.667667307169722335e-09 1.123659609802984960e-09
6.100000000000000000e+04 1.363905988149838322e-09 1.444259556393490129e-08 2.053814895930372586e-09 8.902440451485915673e-10 6.480929570784610405e-09 1.099029423023978325e-09
6.200000000000000000e+04 1.634233748326607838e-09 1.396199333925096653e-08 2.220954975484801253e-09 9.567007186461751189e-10 6.573255273423228573e-09 1.125300963522590791e-09
6.300000000000000000e+04 1.381554870505397048e-09 1.343065836323376061e-08 1.978658570322977539e-09 8.924289085499026442e-10 6.092926607692561447e-09 1.039104802202928113e-09
6.400000000000000000e+04 1.306087460406502032e-09 1.309199593180210286e-08 1.890659406811323606e-09 8.581640953408964378e-10 5.893612708973705594e-09 1.008764960452879222e-09
6.500000000000000000e+04 1.530681026373770237e-09 1.261097271054723024e-08 2.025372092262500701e-09 8.960499009447175922e-10 5.957767612585485040e-09 1.022252282822933012e-09
6.600000000000000000e+04 1.315927922185267107e-09 1.208645894479332128e-08 1.815376404756818829e-09 8.406902396451698678e-10 5.529128710435315952e-09 9.499006026203460351e-10
6.700000000000000000e+04 1.236392099812633205e-09 1.173674846199901367e-08 1.734462240499112795e-09 8.116503025235033419e-10 5.312831063974954304e-09 9.230081143840607183e-10
6.800000000000000000e+04 1.430042528838271210e-09 1.166525809281893089e-08 1.881518496560374842e-09 8.609514212665203559e-10 5.650676815349697790e-09 9.411667001302248536e-10
6.900000000000000000e+04 1.271425187354680020e-09 1.084253575811544579e-08 1.661049853218798944e-09 8.193366540787394570e-10 4.990876600885485459e-09 8.605107182368954000e-10
7.000000000000000000e+04 1.193429799428713523e-09 1.051178166733279795e-08 1.589858356076945256e-09 7.898093290492624874e-10 4.782974905026549095e-09 8.406482732148390369e-10
7.100000000000000000e+04 1.340864197452162898e-09 1.054132869882096202e-08 1.661988657808421976e-09 8.377497029421476782e-10 5.108452771906968337e-09 8.272299512057657012e-10
7.200000000000000000e+04 1.217572154210699864e-09 9.767315845010671183e-09 1.513809744224658971e-09 8.018527508646400292e-10 4.492179517257000043e-09 7.826594372595252480e-10
7.300000000000000000e+04 1.142746564042340651e-09 9.487788332762647769e-09 1.466962107343761090e-09 7.670545865146038977e-10 4.323762237135042596e-09 7.697002479822856458e-10
7.400000000000000000e+04 1.291933005020950986e-09 9.302430825641749834e-09 1.513637437611237146e-09 8.325232725425735225e-10 4.405558140518905930e-09 7.501633203510493786e-10
7.500000000000000000e+04 1.181676090311611915e-09 8.865379541589391010e-09 1.394150350719769449e-09 7.895609721586538399e-10 4.080404902850887083e-09 7.157646142452733784e-10
7.600000000000000000e+04 1.105037950033249672e-09 8.621382718843051407e-09 1.364079960097797084e-09 7.497687470880975980e-10 3.931321046479752113e-09 7.096324083910587888e-10
7.700000000000000000e+04 1.230014534669976456e-09 8.372025739333821548e-09 1.365729529467785142e-09 8.102651327668297654e-10 3.925466174337088887e-09 6.754133918818183702e-10
7.800000000000000000e+04 1.124175086353318420e-09 8.082315261503936199e-09 1.298780971659141414e-09 7.628381815116824782e-10 3.710546092605682134e-09 6.662214113717368491e-10
7.900000000000000000e+04 1.048928388591718885e-09 7.857833494995247747e-09 1.281432626676348718e-09 7.185476103011012583e-10 3.579241125706289495e-09 6.619573778010590104e-10
8.000000000000000000e+04 1.162944518462438737e-09 7.650284850058142183e-09 1.265765936508955747e-09 7.760632692033198055e-10 3.577573126634092660e-09 6.252893203217979590e-10
8.100000000000000000e+04 1.066765231705346650e-09 7.427360504408397901e-09 1.225154089290469983e-09 7.303698756899734690e-10 3.409774684826061275e-09 6.266752672345887731e-10
8.200000000000000000e+04 9.950815726966766306e-10 7.221278686131427094e-09 1.213422917700768267e-09 6.856995526938192143e-10 3.290645977926942578e-09 6.233438765157472972e-10
8.300000000000000000e+04 1.097730906174376742e-09 7.062248563727280271e-09 1.188022791254184085e-09 7.410905777938125993e-10 3.296458439550065123e-09 5.872818342744778874e-10
8.400000000000000000e+04 1.011960404362355348e-09 6.876179625692202535e-09 1.163333207543360004e-09 6.981488165358484821e-10 3.158509676026710622e-09 5.925834822839703975e-10
8.500000000000000000e+04 1.138560135061084111e-09 7.064512974608305740e-09 1.295883067520264831e-09 7.779206723235176923e-10 3.514000201931821721e-09 6.280249098544743447e-10
8.600000000000000000e+04 1.035376007152422062e-09 6.550395781346196600e-09 1.121795212277731935e-09 7.096663257044610873e-10 3.046741969825461638e-09 5.579697814894757357e-10
8.700000000000000000e+04 9.571057280055583760e-10 6.389830886632807960e-09 1.110556646644056400e-09 6.657631668183228157e-10 2.936276999321307812e-09 5.633564725826545327e-10
8.800000000000000000e+04 1.096199464534208801e-09 6.329398338777991739e-09 1.197493104676539133e-09 7.335640983541225069e-10 3.034771767218558125e-09 5.756461973760451656e-10
8.900000000000000000e+04 9.902165754027691946e-10 6.104170502396755182e-09 1.069015875820866768e-09 6.850411904402164964e-10 2.840538027015782063e-09 5.312111306388089815e-10
9.000000000000000000e+04 9.117274712977518902e-10 5.958638915615210863e-09 1.061716048411653901e-09 6.373009897586712214e-10 2.743216764855560541e-09 5.353245069450451865e-10
9.100000000000000000e+04 1.046581932229173617e-09 5.873621145013885325e-09 1.123305115591222147e-09 7.083944542074505080e-10 2.791816777758526769e-09 5.367891131591306930e-10
9.200000000000000000e+04 9.458805960704808058e-10 5.710707906558809555e-09 1.019913598021560119e-09 6.603437796570688079e-10 2.656585174065639876e-09 5.053135132548902675e-10
9.300000000000000000e+04 8.678543439444297292e-10 5.576462402956394726e-09 1.015136863458110383e-09 6.093990312372454810e-10 2.568760759658061943e-09 5.085811771721182595e-10
9.400000000000000000e+04 9.897078712128859479e-10 5.492159615982927789e-09 1.031050800293087377e-09 6.766066040775342572e-10 2.605010207545888079e-09 4.914454954096925121e-10
9.500000000000000000e+04 8.934967765661383510e-10 5.347809750588794486e-09 9.776973675101885419e-10 6.263595198063853786e-10 2.488878880768652380e-09 4.845894241434223204e-10
9.600000000000000000e+04 8.193373757237054633e-10 5.214825460342353836e-09 9.732362693526397379e-10 5.770725564069323354e-10 2.407588794994808268e-09 4.857978463945755720e-10
9.700000000000000000e+04 1.000370564163688414e-09 5.174487505144043098e-09 1.022939732919780909e-09 6.829370957639468998e-10 2.487931860528647121e-09 4.866355651778064839e-10
9.800000000000000000e+04 8.929740835661448273e-10 5.014714421491817120e-09 9.361189601264641169e-10 6.265851726361404417e-10 2.354078265653924973e-09 4.602429548583586438e-10
9.900000000000000000e+04 8.095225045856579982e-10 4.891800742257146339e-09 9.300435976911103353e-10 5.716566664482058968e-10 2.270153176553435515e-09 4.615952620135033158e-10
1.000000000000000000e+05 9.710369175408573028e-10 4.849656676242375397e-09 9.950504864519871262e-10 6.646689865164034927e-10 2.342270821742431508e-09 4.749853843577511725e-10
