# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.264891613274812698e-03 2.543024063110351562e+00 1.369993239641189575e-01 1.787194061279296875e+01 7.152038574218750000e+00 2.671006202697753906e+00 7.130934238433837891e+00 1.059069275856018066e+00 5.376783847808837891e+00 1.037215709686279297e+01 4.779351711273193359e+00 5.286099910736083984e+00 2.188295125961303711e+00 2.883426904678344727e+00 5.555243968963623047e+00 4.304526373744010925e-03 2.546706199645996094e+00 1.135127842426300049e-01 1.787194061279296875e+01 7.152038574218750000e+00 2.671006202697753906e+00 7.130934238433837891e+00 1.059069275856018066e+00 5.376783847808837891e+00 1.037215709686279297e+01 4.779351711273193359e+00 5.286099910736083984e+00 2.188295125961303711e+00 2.883426904678344727e+00 5.555243968963623047e+00
1.000000000000000000e+03 4.402351041790097952e-04 6.026709452271461487e-03 2.405707165598869324e-02 4.159603118896484375e-01 9.717665910720825195e-01 2.345362603664398193e-01 1.466018915176391602e+00 6.804145574569702148e-01 7.944802045822143555e-01 1.063702225685119629e+00 6.843463182449340820e-01 6.584734320640563965e-01 4.509810805320739746e-01 1.231417283415794373e-01 5.195776224136352539e-01 4.303878231439739466e-04 5.691608879715204239e-03 2.069733850657939911e-02 4.159603118896484375e-01 9.717665910720825195e-01 2.345362603664398193e-01 1.466018915176391602e+00 6.804145574569702148e-01 7.944802045822143555e-01 1.063702225685119629e+00 6.843463182449340820e-01 6.584734320640563965e-01 4.509810805320739746e-01 1.231417283415794373e-01 5.195776224136352539e-01
2.000000000000000000e+03 5.540398997254669666e-04 1.333091640844941139e-03 5.461593344807624817e-02 1.645881682634353638e-01 4.084531664848327637e-01 1.609933525323867798e-01 1.185040116310119629e+00 4.047049283981323242e-01 8.066879510879516602e-01 7.000343203544616699e-01 6.778981685638427734e-01 4.193743169307708740e-01 4.975945353507995605e-01 1.479077339172363281e-01 4.078654646873474121e-01 5.421683308668434620e-04 1.208645990118384361e-03 4.782815277576446533e-02 1.645881682634353638e-01 4.084531664848327637e-01 1.609933525323867798e-01 1.185040116310119629e+00 4.047049283981323242e-01 8.066879510879516602e-01 7.000343203544616699e-01 6.778981685638427734e-01 4.193743169307708740e-01 4.975945353507995605e-01 1.479077339172363281e-01 4.078654646873474121e-01
3.000000000000000000e+03 1.946850097738206387e-03 2.898255363106727600e-03 4.602698981761932373e-02 7.163950800895690918e-02 3.246014118194580078e-01 1.143734231591224670e-01 1.187244892120361328e+00 2.985324263572692871e-01 7.842850685119628906e-01 4.255791604518890381e-01 6.114829778671264648e-01 2.923398315906524658e-01 4.249783754348754883e-01 8.831254392862319946e-02 3.558436036109924316e-01 1.953440485522150993e-03 2.708582906052470207e-03 3.936916589736938477e-02 7.163950800895690918e-02 3.246014118194580078e-01 1.143734231591224670e-01 1.187244892120361328e+00 2.985324263572692871e-01 7.842850685119628906e-01 4.255791604518890381e-01 6.114829778671264648e-01 2.923398315906524658e-01 4.249783754348754883e-01 8.831254392862319946e-02 3.558436036109924316e-01
4.000000000000000000e+03 1.896935049444437027e-03 6.718817166984081268e-03 4.240278899669647217e-02 4.795639589428901672e-02 3.531743288040161133e-01 4.527508467435836792e-02 9.345784783363342285e-01 1.497873514890670776e-01 4.932085573673248291e-01 1.793725192546844482e-01 3.359458744525909424e-01 1.151717379689216614e-01 2.391921579837799072e-01 2.516249381005764008e-02 2.466447353363037109e-01 1.883077900856733322e-03 6.218463182449340820e-03 3.396151959896087646e-02 4.795639589428901672e-02 3.531743288040161133e-01 4.527508467435836792e-02 9.345784783363342285e-01 1.497873514890670776e-01 4.932085573673248291e-01 1.793725192546844482e-01 3.359458744525909424e-01 1.151717379689216614e-01 2.391921579837799072e-01 2.516249381005764008e-02 2.466447353363037109e-01
5.000000000000000000e+03 5.579644348472356796e-04 1.258493680506944656e-02 1.036637574434280396e-01 4.477776587009429932e-02 1.582997441291809082e-01 3.125241026282310486e-02 4.177450537681579590e-01 2.582131698727607727e-02 2.837950289249420166e-01 1.054235361516475677e-02 1.416938304901123047e-01 2.239005453884601593e-02 1.318289488554000854e-01 1.653040386736392975e-02 1.345280408859252930e-01 5.269824177958071232e-04 9.055665694177150726e-03 9.239460527896881104e-02 4.477776587009429932e-02 1.582997441291809082e-01 3.125241026282310486e-02 4.177450537681579590e-01 2.582131698727607727e-02 2.837950289249420166e-01 1.054235361516475677e-02 1.416938304901123047e-01 2.239005453884601593e-02 1.318289488554000854e-01 1.653040386736392975e-02 1.345280408859252930e-01
6.000000000000000000e+03 2.129461354343220592e-04 4.067889880388975143e-03 1.108538210391998291e-01 9.772621095180511475e-03 1.016147881746292114e-01 7.556939125061035156e-02 1.717613637447357178e-01 7.119560148566961288e-03 1.273051649332046509e-01 2.138045802712440491e-02 4.876315966248512268e-02 1.400981005281209946e-02 4.956275969743728638e-02 1.101246941834688187e-02 5.749493092298507690e-02 1.879007468232885003e-04 3.485318738967180252e-03 9.663328528404235840e-02 9.772621095180511475e-03 1.016147881746292114e-01 7.556939125061035156e-02 1.717613637447357178e-01 7.119560148566961288e-03 1.273051649332046509e-01 2.138045802712440491e-02 4.876315966248512268e-02 1.400981005281209946e-02 4.956275969743728638e-02 1.101246941834688187e-02 5.749493092298507690e-02
7.000000000000000000e+03 4.567787400446832180e-04 2.828897908329963684e-03 1.082583069801330566e-01 7.213683333247900009e-03 5.095122009515762329e-02 2.354307658970355988e-02 4.827855899930000305e-02 5.910629872232675552e-03 5.564280599355697632e-02 1.464789919555187225e-02 1.821072213351726532e-02 1.534984726458787918e-02 2.453937754034996033e-02 8.240915834903717041e-03 2.304154261946678162e-02 4.213860374875366688e-04 2.546012867242097855e-03 8.732812106609344482e-02 7.213683333247900009e-03 5.095122009515762329e-02 2.354307658970355988e-02 4.827855899930000305e-02 5.910629872232675552e-03 5.564280599355697632e-02 1.464789919555187225e-02 1.821072213351726532e-02 1.534984726458787918e-02 2.453937754034996033e-02 8.240915834903717041e-03 2.304154261946678162e-02
8.000000000000000000e+03 3.404312883503735065e-04 3.997620660811662674e-03 1.101775690913200378e-01 1.267575542442500591e-03 2.369613386690616608e-02 6.646758876740932465e-03 2.090986259281635284e-02 2.440627198666334152e-03 1.669869571924209595e-02 2.477672649547457695e-03 4.312039352953433990e-03 2.629611873999238014e-03 9.828858077526092529e-03 3.384247887879610062e-03 8.655719459056854248e-03 3.064987540710717440e-04 3.623352618888020515e-03 8.727529644966125488e-02 1.267575542442500591e-03 2.369613386690616608e-02 6.646758876740932465e-03 2.090986259281635284e-02 2.440627198666334152e-03 1.669869571924209595e-02 2.477672649547457695e-03 4.312039352953433990e-03 2.629611873999238014e-03 9.828858077526092529e-03 3.384247887879610062e-03 8.655719459056854248e-03
9.000000000000000000e+03 2.264247596031054854e-04 2.485690871253609657e-03 9.869351983070373535e-02 8.191228262148797512e-04 1.523130945861339569e-02 6.076574791222810745e-03 1.640497706830501556e-02 1.762734842486679554e-03 7.508067879825830460e-03 8.221963071264326572e-04 2.192144980654120445e-03 9.061441523954272270e-04 6.099092308431863785e-03 1.386092742905020714e-03 4.657046403735876083e-03 2.018229133682325482e-04 2.132688648998737335e-03 7.797486335039138794e-02 8.191228262148797512e-04 1.523130945861339569e-02 6.076574791222810745e-03 1.640497706830501556e-02 1.762734842486679554e-03 7.508067879825830460e-03 8.221963071264326572e-04 2.192144980654120445e-03 9.061441523954272270e-04 6.099092308431863785e-03 1.386092742905020714e-03 4.657046403735876083e-03
