# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.802621525712311268e-03 2.769632451236248016e-02 3.366453747730702162e-04 1.742691802978515625e+01 7.459499835968017578e+00 5.741487026214599609e+00 4.126556217670440674e-01 2.436304330825805664e+00 1.990867257118225098e+00 1.951031446456909180e+00 3.501957058906555176e-01 2.570469379425048828e+00 8.518185615539550781e+00 3.847863912582397461e+00 9.341483116149902344e+00 8.908021926879882812e+00 4.412015438079833984e+00 9.866807937622070312e+00 5.224998474121093750e+00 2.135175704956054688e+00 7.634083747863769531e+00 1.794050447642803192e-03 2.892500162124633789e-02 2.166327176382765174e-04 1.742691802978515625e+01 7.459499835968017578e+00 5.741487026214599609e+00 4.126556217670440674e-01 2.436304330825805664e+00 1.990867257118225098e+00 1.951031446456909180e+00 3.501957058906555176e-01 2.570469379425048828e+00 8.518185615539550781e+00 3.847863912582397461e+00 9.341483116149902344e+00 8.908021926879882812e+00 4.412015438079833984e+00 9.866807937622070312e+00 5.224998474121093750e+00 2.135175704956054688e+00 7.634083747863769531e+00
1.000000000000000000e+03 1.177332364022731781e-03 3.780191531404852867e-03 3.795546654146164656e-04 6.321919560432434082e-01 1.458145976066589355e-01 5.210939645767211914e-01 4.287612736225128174e-01 6.136850118637084961e-01 1.747047185897827148e+00 7.712244987487792969e-01 7.671004533767700195e-02 1.564932942390441895e+00 9.867466688156127930e-01 1.137919053435325623e-01 1.486911296844482422e+00 7.318676114082336426e-01 1.702177226543426514e-01 1.320432662963867188e+00 3.211176395416259766e-01 2.320609986782073975e-01 1.795727372169494629e+00 1.110222190618515015e-03 3.532879985868930817e-03 2.284473594045266509e-04 6.321919560432434082e-01 1.458145976066589355e-01 5.210939645767211914e-01 4.287612736225128174e-01 6.136850118637084961e-01 1.747047185897827148e+00 7.712244987487792969e-01 7.671004533767700195e-02 1.564932942390441895e+00 9.867466688156127930e-01 1.137919053435325623e-01 1.486911296844482422e+00 7.318676114082336426e-01 1.702177226543426514e-01 1.320432662963867188e+00 3.211176395416259766e-01 2.320609986782073975e-01 1.795727372169494629e+00
2.000000000000000000e+03 2.221297036157920957e-04 4.403039813041687012e-03 6.887929630465805531e-04 3.991055116057395935e-02 2.446261048316955566e-02 2.624265551567077637e-01 1.661065220832824707e-01 2.084835618734359741e-01 1.110328555107116699e+00 7.304908633232116699e-01 5.410465598106384277e-02 1.162825942039489746e+00 9.453885555267333984e-01 9.402891993522644043e-02 1.063909530639648438e+00 5.045851469039916992e-01 9.245184808969497681e-02 1.082631945610046387e+00 2.049479335546493530e-01 1.103933230042457581e-01 1.423338294029235840e+00 2.051489282166585326e-04 4.310559015721082687e-03 4.414288559928536415e-04 3.991055116057395935e-02 2.446261048316955566e-02 2.624265551567077637e-01 1.661065220832824707e-01 2.084835618734359741e-01 1.110328555107116699e+00 7.304908633232116699e-01 5.410465598106384277e-02 1.162825942039489746e+00 9.453885555267333984e-01 9.402891993522644043e-02 1.063909530639648438e+00 5.045851469039916992e-01 9.245184808969497681e-02 1.082631945610046387e+00 2.049479335546493530e-01 1.103933230042457581e-01 1.423338294029235840e+00
3.000000000000000000e+03 2.221892500529065728e-04 3.174179932102560997e-03 8.274521678686141968e-04 3.904264420270919800e-02 1.159497071057558060e-02 1.696183979511260986e-01 7.645307481288909912e-02 1.301471292972564697e-01 7.347887754440307617e-01 2.553395330905914307e-01 4.039722308516502380e-02 4.121000766754150391e-01 2.947162389755249023e-01 2.892738766968250275e-02 3.109595775604248047e-01 1.756817400455474854e-01 3.384624794125556946e-02 2.931237518787384033e-01 6.765458732843399048e-02 3.241489455103874207e-02 5.747345089912414551e-01 1.874054869404062629e-04 2.694447990506887436e-03 4.742043674923479557e-04 3.904264420270919800e-02 1.159497071057558060e-02 1.696183979511260986e-01 7.645307481288909912e-02 1.301471292972564697e-01 7.347887754440307617e-01 2.553395330905914307e-01 4.039722308516502380e-02 4.121000766754150391e-01 2.947162389755249023e-01 2.892738766968250275e-02 3.109595775604248047e-01 1.756817400455474854e-01 3.384624794125556946e-02 2.931237518787384033e-01 6.765458732843399048e-02 3.241489455103874207e-02 5.747345089912414551e-01
4.000000000000000000e+03 2.833270118571817875e-04 2.530327998101711273e-03 9.884976316243410110e-04 2.623354643583297729e-02 7.490739692002534866e-03 1.721443980932235718e-01 6.106541305780410767e-02 9.313249588012695312e-02 5.861772894859313965e-01 2.105857431888580322e-01 3.026441484689712524e-02 3.268150091171264648e-01 2.415469884872436523e-01 1.524871494621038437e-02 2.581444680690765381e-01 1.356242299079895020e-01 2.694875374436378479e-02 2.294171154499053955e-01 4.605176299810409546e-02 1.828750595450401306e-02 2.507117986679077148e-01 2.040986873907968402e-04 1.945961266756057739e-03 5.942514981143176556e-04 2.623354643583297729e-02 7.490739692002534866e-03 1.721443980932235718e-01 6.106541305780410767e-02 9.313249588012695312e-02 5.861772894859313965e-01 2.105857431888580322e-01 3.026441484689712524e-02 3.268150091171264648e-01 2.415469884872436523e-01 1.524871494621038437e-02 2.581444680690765381e-01 1.356242299079895020e-01 2.694875374436378479e-02 2.294171154499053955e-01 4.605176299810409546e-02 1.828750595450401306e-02 2.507117986679077148e-01
5.000000000000000000e+03 4.488710255827754736e-04 4.120516125112771988e-03 1.115466468036174774e-03 3.796726465225219727e-02 7.770826574414968491e-03 1.151151955127716064e-01 6.397289782762527466e-02 5.218388512730598450e-02 4.055129885673522949e-01 1.108955219388008118e-01 1.774925179779529572e-02 2.433526813983917236e-01 1.083720102906227112e-01 1.897972077131271362e-02 2.035481184720993042e-01 8.635140210390090942e-02 2.625185810029506683e-02 1.769951581954956055e-01 2.263890393078327179e-02 1.176032796502113342e-02 1.444806605577468872e-01 4.048307891935110092e-04 3.300761105492711067e-03 7.077152840793132782e-04 3.796726465225219727e-02 7.770826574414968491e-03 1.151151955127716064e-01 6.397289782762527466e-02 5.218388512730598450e-02 4.055129885673522949e-01 1.108955219388008118e-01 1.774925179779529572e-02 2.433526813983917236e-01 1.083720102906227112e-01 1.897972077131271362e-02 2.035481184720993042e-01 8.635140210390090942e-02 2.625185810029506683e-02 1.769951581954956055e-01 2.263890393078327179e-02 1.176032796502113342e-02 1.444806605577468872e-01
6.000000000000000000e+03 4.118745855521410704e-04 4.002724308520555496e-03 1.588926301337778568e-03 1.349184289574623108e-02 1.792215858586132526e-03 3.697872906923294067e-02 2.490295469760894775e-02 1.437403541058301926e-02 1.563621461391448975e-01 2.557438611984252930e-02 5.296907387673854828e-03 1.135667562484741211e-01 1.897038333117961884e-02 7.294638082385063171e-03 7.426251471042633057e-02 2.234895713627338409e-02 1.234833151102066040e-02 7.581993937492370605e-02 2.085842937231063843e-02 5.393499508500099182e-03 5.045402050018310547e-02 3.277620999142527580e-04 3.341078758239746094e-03 1.070771715603768826e-03 1.349184289574623108e-02 1.792215858586132526e-03 3.697872906923294067e-02 2.490295469760894775e-02 1.437403541058301926e-02 1.563621461391448975e-01 2.557438611984252930e-02 5.296907387673854828e-03 1.135667562484741211e-01 1.897038333117961884e-02 7.294638082385063171e-03 7.426251471042633057e-02 2.234895713627338409e-02 1.234833151102066040e-02 7.581993937492370605e-02 2.085842937231063843e-02 5.393499508500099182e-03 5.045402050018310547e-02
7.000000000000000000e+03 3.546432708390057087e-04 1.999667612835764885e-03 1.762223313562572002e-03 4.805910866707563400e-03 5.164124886505305767e-04 1.761314831674098969e-02 1.422916259616613388e-02 1.268169097602367401e-02 9.805073589086532593e-02 1.236871443688869476e-02 1.597446855157613754e-03 5.063507705926895142e-02 8.722499012947082520e-03 2.594367368146777153e-03 2.696113288402557373e-02 5.650565959513187408e-03 2.647960558533668518e-03 3.314715996384620667e-02 6.191686261445283890e-03 3.057157387956976891e-03 2.808146737515926361e-02 2.765299868769943714e-04 1.780488411895930767e-03 1.181584317237138748e-03 4.805910866707563400e-03 5.164124886505305767e-04 1.761314831674098969e-02 1.422916259616613388e-02 1.268169097602367401e-02 9.805073589086532593e-02 1.236871443688869476e-02 1.597446855157613754e-03 5.063507705926895142e-02 8.722499012947082520e-03 2.594367368146777153e-03 2.696113288402557373e-02 5.650565959513187408e-03 2.647960558533668518e-03 3.314715996384620667e-02 6.191686261445283890e-03 3.057157387956976891e-03 2.808146737515926361e-02
8.000000000000000000e+03 3.133671416435390711e-04 8.924332796595990658e-04 1.792732160538434982e-03 2.920330036431550980e-03 2.904025022871792316e-04 7.534590084105730057e-03 1.393022947013378143e-02 7.624457590281963348e-03 4.504673182964324951e-02 6.196685601025819778e-03 3.185455570928752422e-04 2.460034191608428955e-02 6.272698286920785904e-03 1.297191367484629154e-03 1.584866084158420563e-02 3.713920479640364647e-03 1.185395522043108940e-03 1.544319372624158859e-02 2.874405821785330772e-03 1.657356158830225468e-03 1.631863787770271301e-02 2.236440486740320921e-04 8.013175101950764656e-04 1.210788264870643616e-03 2.920330036431550980e-03 2.904025022871792316e-04 7.534590084105730057e-03 1.393022947013378143e-02 7.624457590281963348e-03 4.504673182964324951e-02 6.196685601025819778e-03 3.185455570928752422e-04 2.460034191608428955e-02 6.272698286920785904e-03 1.297191367484629154e-03 1.584866084158420563e-02 3.713920479640364647e-03 1.185395522043108940e-03 1.544319372624158859e-02 2.874405821785330772e-03 1.657356158830225468e-03 1.631863787770271301e-02
9.000000000000000000e+03 2.973226364701986313e-04 4.983110702596604824e-04 1.837136922404170036e-03 8.847750141285359859e-04 5.184295587241649628e-04 4.268665798008441925e-03 1.158194709569215775e-02 6.655680947005748749e-03 1.956824213266372681e-02 2.233158797025680542e-03 2.843707334250211716e-04 1.175919733941555023e-02 2.611349802464246750e-03 6.062637548893690109e-04 7.131233811378479004e-03 2.655507065355777740e-03 6.970808026380836964e-04 8.046205155551433563e-03 1.568311359733343124e-03 1.080384594388306141e-03 8.329728618264198303e-03 2.066808519884943962e-04 3.658208297565579414e-04 1.242337981238961220e-03 8.847750141285359859e-04 5.184295587241649628e-04 4.268665798008441925e-03 1.158194709569215775e-02 6.655680947005748749e-03 1.956824213266372681e-02 2.233158797025680542e-03 2.843707334250211716e-04 1.175919733941555023e-02 2.611349802464246750e-03 6.062637548893690109e-04 7.131233811378479004e-03 2.655507065355777740e-03 6.970808026380836964e-04 8.046205155551433563e-03 1.568311359733343124e-03 1.080384594388306141e-03 8.329728618264198303e-03
