# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.783058962701034034e-07 4.368714812130747305e-08 2.474672801326960325e-04 2.738013744354248047e+00 2.550759696960449219e+01 5.454005002975463867e-01 1.351823234558105469e+01 1.034265708923339844e+01 1.315037727355957031e+01 1.461893439292907715e+00 1.605928611755371094e+01 3.547460436820983887e-01 2.929858016967773438e+01 1.748771580878383247e-07 4.379708684609795455e-08 2.523802395444363356e-04 2.738013744354248047e+00 2.550759696960449219e+01 5.454005002975463867e-01 1.351823234558105469e+01 1.034265708923339844e+01 1.315037727355957031e+01 1.461893439292907715e+00 1.605928611755371094e+01 3.547460436820983887e-01 2.929858016967773438e+01
1.000000000000000000e+03 1.991446119120610092e-08 2.641604490705162789e-09 2.712299874474410899e-06 5.053693652153015137e-01 1.703967094421386719e+00 9.885736554861068726e-02 2.393948882818222046e-01 1.754654645919799805e-01 7.399562001228332520e-01 9.308145642280578613e-01 3.755345106124877930e+00 1.167606711387634277e+00 4.389772415161132812e+00 1.761534207389559015e-08 2.615428984498180398e-09 2.450523425068240613e-06 5.053693652153015137e-01 1.703967094421386719e+00 9.885736554861068726e-02 2.393948882818222046e-01 1.754654645919799805e-01 7.399562001228332520e-01 9.308145642280578613e-01 3.755345106124877930e+00 1.167606711387634277e+00 4.389772415161132812e+00
2.000000000000000000e+03 1.942120064768459997e-08 4.354924598715115280e-08 1.590085616953729186e-06 2.254887856543064117e-02 8.867641538381576538e-02 2.151110395789146423e-02 5.558988824486732483e-02 1.006466522812843323e-02 1.908457130193710327e-01 3.271859884262084961e-02 6.660894155502319336e-01 3.474842756986618042e-02 7.747978568077087402e-01 1.652236036875365244e-08 4.328654412688592856e-08 1.588332111168710981e-06 2.254887856543064117e-02 8.867641538381576538e-02 2.151110395789146423e-02 5.558988824486732483e-02 1.006466522812843323e-02 1.908457130193710327e-01 3.271859884262084961e-02 6.660894155502319336e-01 3.474842756986618042e-02 7.747978568077087402e-01
3.000000000000000000e+03 2.600654269713231770e-08 2.337067073199250444e-08 1.691285319793678354e-06 1.112364116124808788e-03 2.302170731127262115e-02 1.481790823163464665e-04 2.482103370130062103e-02 1.451490563340485096e-03 5.917395651340484619e-02 1.223191036842763424e-03 1.213309317827224731e-01 9.215593338012695312e-03 8.844124525785446167e-02 1.912870040143843653e-08 2.306851776268104004e-08 1.669716766627971083e-06 1.112364116124808788e-03 2.302170731127262115e-02 1.481790823163464665e-04 2.482103370130062103e-02 1.451490563340485096e-03 5.917395651340484619e-02 1.223191036842763424e-03 1.213309317827224731e-01 9.215593338012695312e-03 8.844124525785446167e-02
4.000000000000000000e+03 2.606151028317071905e-08 7.129279833151258572e-09 1.241067479895718861e-06 9.341286931885406375e-05 8.158493787050247192e-03 9.611030691303312778e-04 2.169811166822910309e-02 3.953536215703934431e-04 1.859266869723796844e-02 9.842504514381289482e-04 3.786255046725273132e-02 7.470089476555585861e-03 2.662499621510505676e-02 1.759631196307509526e-08 7.211560237863068323e-09 1.135156139753235038e-06 9.341286931885406375e-05 8.158493787050247192e-03 9.611030691303312778e-04 2.169811166822910309e-02 3.953536215703934431e-04 1.859266869723796844e-02 9.842504514381289482e-04 3.786255046725273132e-02 7.470089476555585861e-03 2.662499621510505676e-02
5.000000000000000000e+03 2.571452206723279232e-08 1.868421195538871871e-09 1.014723352454893757e-06 3.217871126253157854e-04 6.498698145151138306e-03 7.347563514485955238e-04 1.820718497037887573e-02 1.597694063093513250e-04 7.554803043603897095e-03 7.700702408328652382e-04 2.462146803736686707e-02 5.331092514097690582e-03 1.800632849335670471e-02 1.650909986494752957e-08 1.955112738372122294e-09 8.741706665205128957e-07 3.217871126253157854e-04 6.498698145151138306e-03 7.347563514485955238e-04 1.820718497037887573e-02 1.597694063093513250e-04 7.554803043603897095e-03 7.700702408328652382e-04 2.462146803736686707e-02 5.331092514097690582e-03 1.800632849335670471e-02
6.000000000000000000e+03 2.545256627684011619e-08 1.445964903368235355e-09 6.522128046526631806e-07 2.391137968515977263e-04 5.263199098408222198e-03 7.139644585549831390e-04 1.350315287709236145e-02 4.347860522102564573e-05 3.681359579786658287e-03 4.831938422285020351e-04 1.629347167909145355e-02 3.209340851753950119e-03 1.143289450556039810e-02 1.505883773234018008e-08 1.444706909659032590e-09 5.406400873653183226e-07 2.391137968515977263e-04 5.263199098408222198e-03 7.139644585549831390e-04 1.350315287709236145e-02 4.347860522102564573e-05 3.681359579786658287e-03 4.831938422285020351e-04 1.629347167909145355e-02 3.209340851753950119e-03 1.143289450556039810e-02
7.000000000000000000e+03 2.713457369907246175e-08 1.272650096417748955e-09 4.554501344955497188e-07 1.458033366361632943e-04 4.042073152959346771e-03 7.081491057761013508e-04 8.230178616940975189e-03 1.449554383725626394e-05 1.914298860356211662e-03 1.709140051389113069e-04 1.005314011126756668e-02 1.247578882612287998e-03 7.669917307794094086e-03 1.462182108724618956e-08 1.248269376752375592e-09 3.677662050449725939e-07 1.458033366361632943e-04 4.042073152959346771e-03 7.081491057761013508e-04 8.230178616940975189e-03 1.449554383725626394e-05 1.914298860356211662e-03 1.709140051389113069e-04 1.005314011126756668e-02 1.247578882612287998e-03 7.669917307794094086e-03
8.000000000000000000e+03 3.011679794440169644e-08 8.895792991125972549e-10 4.942350528835959267e-07 9.898058488033711910e-05 2.713053254410624504e-03 5.113513325341045856e-04 4.738078918308019638e-03 1.935943510034121573e-05 1.552059082314372063e-03 5.695036816177889705e-05 6.934174802154302597e-03 3.155234153382480145e-04 5.171048920601606369e-03 1.494180423833313398e-08 8.899177506016542338e-10 3.760688969123293646e-07 9.898058488033711910e-05 2.713053254410624504e-03 5.113513325341045856e-04 4.738078918308019638e-03 1.935943510034121573e-05 1.552059082314372063e-03 5.695036816177889705e-05 6.934174802154302597e-03 3.155234153382480145e-04 5.171048920601606369e-03
9.000000000000000000e+03 3.340522880534990691e-08 7.017978975731864466e-10 6.350393846332735848e-07 6.260075315367430449e-05 1.367949298582971096e-03 1.463618973502889276e-04 3.207691479474306107e-03 1.996086575672961771e-05 1.319530070759356022e-03 6.664139073109254241e-05 4.502647090703248978e-03 1.022241776809096336e-04 2.996834693476557732e-03 1.563131490911473520e-08 7.246284128292757032e-10 4.653626888284634333e-07 6.260075315367430449e-05 1.367949298582971096e-03 1.463618973502889276e-04 3.207691479474306107e-03 1.996086575672961771e-05 1.319530070759356022e-03 6.664139073109254241e-05 4.502647090703248978e-03 1.022241776809096336e-04 2.996834693476557732e-03
