# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.090951710939407349e-01 7.162454589843750000e+03 3.292868804931640625e+01 1.217811813354492188e+02 5.645818481445312500e+02 1.771089935302734375e+01 1.689492225646972656e+01 2.523556232452392578e+00 9.208605766296386719e+00 8.208461761474609375e+00 9.747915267944335938e+00 1.931374192237854004e+00 6.869824886322021484e+00 1.957832908630371094e+01 1.779549026489257812e+01 8.457439422607421875e+00 1.136932075023651123e-01 7.496492187500000000e+03 3.298034667968750000e+01 1.217811813354492188e+02 5.645818481445312500e+02 1.771089935302734375e+01 1.689492225646972656e+01 2.523556232452392578e+00 9.208605766296386719e+00 8.208461761474609375e+00 9.747915267944335938e+00 1.931374192237854004e+00 6.869824886322021484e+00 1.957832908630371094e+01 1.779549026489257812e+01 8.457439422607421875e+00
1.000000000000000000e+03 3.996163845062255859e+00 1.554041981697082520e+00 6.525778770446777344e+00 1.104670619964599609e+01 6.993363189697265625e+01 6.468476104736328125e+01 1.536019897460937500e+01 1.418186664581298828e+00 1.423886567354202271e-01 3.148635864257812500e+00 3.001814708113670349e-02 2.815115153789520264e-01 2.369645833969116211e+00 9.260617494583129883e-01 5.410152673721313477e-01 2.648240804672241211e+00 3.404186248779296875e+00 1.328572392463684082e+00 5.341686248779296875e+00 1.104670619964599609e+01 6.993363189697265625e+01 6.468476104736328125e+01 1.536019897460937500e+01 1.418186664581298828e+00 1.423886567354202271e-01 3.148635864257812500e+00 3.001814708113670349e-02 2.815115153789520264e-01 2.369645833969116211e+00 9.260617494583129883e-01 5.410152673721313477e-01 2.648240804672241211e+00
2.000000000000000000e+03 1.528096795082092285e+00 7.909376621246337891e-01 1.789551377296447754e+00 1.407318305969238281e+01 3.531958389282226562e+01 8.296131896972656250e+01 7.318410873413085938e+00 1.141336634755134583e-01 1.802255809307098389e-01 2.702424049377441406e+00 5.697705224156379700e-02 1.109971180558204651e-01 2.176811933517456055e+00 1.219921633601188660e-01 2.004746347665786743e-01 2.281605720520019531e+00 1.403337955474853516e+00 5.937228202819824219e-01 1.324106574058532715e+00 1.407318305969238281e+01 3.531958389282226562e+01 8.296131896972656250e+01 7.318410873413085938e+00 1.141336634755134583e-01 1.802255809307098389e-01 2.702424049377441406e+00 5.697705224156379700e-02 1.109971180558204651e-01 2.176811933517456055e+00 1.219921633601188660e-01 2.004746347665786743e-01 2.281605720520019531e+00
3.000000000000000000e+03 1.249587297439575195e+00 7.793490886688232422e-01 7.462498545646667480e-01 1.516392040252685547e+01 2.936452674865722656e+01 8.163314056396484375e+01 6.808952331542968750e+00 1.116081699728965759e-01 1.240555346012115479e-01 2.558710575103759766e+00 7.629787176847457886e-02 8.665910363197326660e-02 2.105536222457885742e+00 1.040738299489021301e-01 1.575389355421066284e-01 2.227067232131958008e+00 1.258665323257446289e+00 5.652527213096618652e-01 5.525687336921691895e-01 1.516392040252685547e+01 2.936452674865722656e+01 8.163314056396484375e+01 6.808952331542968750e+00 1.116081699728965759e-01 1.240555346012115479e-01 2.558710575103759766e+00 7.629787176847457886e-02 8.665910363197326660e-02 2.105536222457885742e+00 1.040738299489021301e-01 1.575389355421066284e-01 2.227067232131958008e+00
4.000000000000000000e+03 1.472250699996948242e+00 6.527783274650573730e-01 7.497195005416870117e-01 1.499594306945800781e+01 2.495078659057617188e+01 7.422481536865234375e+01 6.644475460052490234e+00 8.946494758129119873e-02 8.750833570957183838e-02 2.318028926849365234e+00 8.609189838171005249e-02 5.972970277070999146e-02 2.006361722946166992e+00 1.098987907171249390e-01 1.252052038908004761e-01 2.183109998703002930e+00 1.444255828857421875e+00 4.675210118293762207e-01 5.194402933120727539e-01 1.499594306945800781e+01 2.495078659057617188e+01 7.422481536865234375e+01 6.644475460052490234e+00 8.946494758129119873e-02 8.750833570957183838e-02 2.318028926849365234e+00 8.609189838171005249e-02 5.972970277070999146e-02 2.006361722946166992e+00 1.098987907171249390e-01 1.252052038908004761e-01 2.183109998703002930e+00
5.000000000000000000e+03 2.447002410888671875e+00 3.528785705566406250e-01 2.506691932678222656e+00 8.288078308105468750e+00 1.425145721435546875e+01 4.675920104980468750e+01 6.408328533172607422e+00 3.055450879037380219e-02 4.776962567120790482e-03 1.523679494857788086e+00 4.011742398142814636e-02 2.457899414002895355e-02 1.326301932334899902e+00 6.183593720197677612e-02 3.202061727643013000e-02 1.564020991325378418e+00 2.013226747512817383e+00 2.339856773614883423e-01 1.867375373840332031e+00 8.288078308105468750e+00 1.425145721435546875e+01 4.675920104980468750e+01 6.408328533172607422e+00 3.055450879037380219e-02 4.776962567120790482e-03 1.523679494857788086e+00 4.011742398142814636e-02 2.457899414002895355e-02 1.326301932334899902e+00 6.183593720197677612e-02 3.202061727643013000e-02 1.564020991325378418e+00
6.000000000000000000e+03 2.095172166824340820e+00 8.235618472099304199e-02 1.499058485031127930e+00 1.894590020179748535e+00 4.388300895690917969e+00 3.527072143554687500e+01 7.707886219024658203e+00 3.108155168592929840e-02 2.417059987783432007e-02 1.313550949096679688e+00 3.359418362379074097e-02 5.202554911375045776e-02 1.193792819976806641e+00 2.667277306318283081e-02 4.030078276991844177e-02 9.348087310791015625e-01 1.836642622947692871e+00 5.325793102383613586e-02 1.124472022056579590e+00 1.894590020179748535e+00 4.388300895690917969e+00 3.527072143554687500e+01 7.707886219024658203e+00 3.108155168592929840e-02 2.417059987783432007e-02 1.313550949096679688e+00 3.359418362379074097e-02 5.202554911375045776e-02 1.193792819976806641e+00 2.667277306318283081e-02 4.030078276991844177e-02 9.348087310791015625e-01
7.000000000000000000e+03 1.836028695106506348e+00 2.855647541582584381e-02 6.300433278083801270e-01 1.806282401084899902e+00 3.698230504989624023e+00 3.422689819335937500e+01 8.330602645874023438e+00 4.370291158556938171e-02 3.849788010120391846e-02 1.278270363807678223e+00 3.437718376517295837e-02 6.402264535427093506e-02 1.177485942840576172e+00 3.128158301115036011e-02 6.802325695753097534e-02 8.854724168777465820e-01 1.654289364814758301e+00 2.067151665687561035e-02 4.996953904628753662e-01 1.806282401084899902e+00 3.698230504989624023e+00 3.422689819335937500e+01 8.330602645874023438e+00 4.370291158556938171e-02 3.849788010120391846e-02 1.278270363807678223e+00 3.437718376517295837e-02 6.402264535427093506e-02 1.177485942840576172e+00 3.128158301115036011e-02 6.802325695753097534e-02 8.854724168777465820e-01
8.000000000000000000e+03 1.783716559410095215e+00 3.846501559019088745e-02 2.959236800670623779e-01 1.846385717391967773e+00 3.403894186019897461e+00 3.298125839233398438e+01 8.729357719421386719e+00 5.064051970839500427e-02 4.443530365824699402e-02 1.281901478767395020e+00 4.295743256807327271e-02 6.559664756059646606e-02 1.171922206878662109e+00 3.631997108459472656e-02 6.950583308935165405e-02 8.729605078697204590e-01 1.583046078681945801e+00 2.751461416482925415e-02 2.484097182750701904e-01 1.846385717391967773e+00 3.403894186019897461e+00 3.298125839233398438e+01 8.729357719421386719e+00 5.064051970839500427e-02 4.443530365824699402e-02 1.281901478767395020e+00 4.295743256807327271e-02 6.559664756059646606e-02 1.171922206878662109e+00 3.631997108459472656e-02 6.950583308935165405e-02 8.729605078697204590e-01
9.000000000000000000e+03 1.721471428871154785e+00 4.021259769797325134e-02 1.642770171165466309e-01 1.860822319984436035e+00 3.185041189193725586e+00 3.163391113281250000e+01 9.032819747924804688e+00 4.644656926393508911e-02 4.465112462639808655e-02 1.303748011589050293e+00 5.137290060520172119e-02 5.768043920397758484e-02 1.164731025695800781e+00 4.674898460507392883e-02 5.162062123417854309e-02 8.698446750640869141e-01 1.477145552635192871e+00 2.952738665044307709e-02 1.383645087480545044e-01 1.860822319984436035e+00 3.185041189193725586e+00 3.163391113281250000e+01 9.032819747924804688e+00 4.644656926393508911e-02 4.465112462639808655e-02 1.303748011589050293e+00 5.137290060520172119e-02 5.768043920397758484e-02 1.164731025695800781e+00 4.674898460507392883e-02 5.162062123417854309e-02 8.698446750640869141e-01
