# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.376329788006842136e-04 8.324265480041503906e-02 6.522819399833679199e-03 8.353722572326660156e+00 1.157781839370727539e+00 1.099030971527099609e+01 3.800619244575500488e-01 8.338065147399902344e+00 1.953075885772705078e+00 2.532925128936767578e+00 1.028906154632568359e+01 1.099331974983215332e+00 2.578593254089355469e+00 1.650659203529357910e+00 6.124863624572753906e+00 4.011600971221923828e+00 3.059863090515136719e+00 2.494946718215942383e+00 2.093459367752075195e+00 1.501146435737609863e+00 3.463226854801177979e-01 1.119383096694946289e+00 5.525895118713378906e+00 2.937540292739868164e+00 1.938608932495117188e+01 4.683761596679687500e+00 1.870428276062011719e+01 7.019400945864617825e-04 8.666867762804031372e-02 3.729518968611955643e-03 8.353722572326660156e+00 1.157781839370727539e+00 1.099030971527099609e+01 3.800619244575500488e-01 8.338065147399902344e+00 1.953075885772705078e+00 2.532925128936767578e+00 1.028906154632568359e+01 1.099331974983215332e+00 2.578593254089355469e+00 1.650659203529357910e+00 6.124863624572753906e+00 4.011600971221923828e+00 3.059863090515136719e+00 2.494946718215942383e+00 2.093459367752075195e+00 1.501146435737609863e+00 3.463226854801177979e-01 1.119383096694946289e+00 5.525895118713378906e+00 2.937540292739868164e+00 1.938608932495117188e+01 4.683761596679687500e+00 1.870428276062011719e+01
1.000000000000000000e+03 3.645406977739185095e-04 6.400294601917266846e-03 5.481623811647295952e-04 4.976496696472167969e-01 1.945155411958694458e-01 1.545024991035461426e+00 1.953817009925842285e-01 3.487753570079803467e-01 5.736741423606872559e-01 2.609997510910034180e+00 3.000705540180206299e-01 8.290534615516662598e-01 1.066615357995033264e-01 1.488675951957702637e+00 1.033329665660858154e-01 1.054517030715942383e+00 1.500687152147293091e-01 1.130204916000366211e+00 1.568211764097213745e-01 5.909609794616699219e-01 1.451800763607025146e-01 7.137467861175537109e-01 1.232289671897888184e-01 1.442980617284774780e-01 2.138104587793350220e-01 9.001871347427368164e-01 1.082745045423507690e-01 3.637801855802536011e-04 5.123401992022991180e-03 2.857202489394694567e-04 4.976496696472167969e-01 1.945155411958694458e-01 1.545024991035461426e+00 1.953817009925842285e-01 3.487753570079803467e-01 5.736741423606872559e-01 2.609997510910034180e+00 3.000705540180206299e-01 8.290534615516662598e-01 1.066615357995033264e-01 1.488675951957702637e+00 1.033329665660858154e-01 1.054517030715942383e+00 1.500687152147293091e-01 1.130204916000366211e+00 1.568211764097213745e-01 5.909609794616699219e-01 1.451800763607025146e-01 7.137467861175537109e-01 1.232289671897888184e-01 1.442980617284774780e-01 2.138104587793350220e-01 9.001871347427368164e-01 1.082745045423507690e-01
2.000000000000000000e+03 8.761466597206890583e-04 7.603614125400781631e-03 8.946777088567614555e-04 5.525130033493041992e-02 1.430418640375137329e-01 9.200399518013000488e-01 2.401260659098625183e-02 1.682161390781402588e-01 3.012638688087463379e-01 2.386016845703125000e+00 9.926903247833251953e-02 7.393847703933715820e-01 7.261484861373901367e-02 1.475427985191345215e+00 4.870365187525749207e-02 7.992115616798400879e-01 1.058557629585266113e-01 1.081655979156494141e+00 8.257479965686798096e-02 4.493721723556518555e-01 7.048293948173522949e-02 6.684637069702148438e-01 3.685081005096435547e-02 8.344225585460662842e-02 7.931370288133621216e-02 7.987851500511169434e-01 1.740585640072822571e-02 8.474086062051355839e-04 6.404575426131486893e-03 5.314935697242617607e-04 5.525130033493041992e-02 1.430418640375137329e-01 9.200399518013000488e-01 2.401260659098625183e-02 1.682161390781402588e-01 3.012638688087463379e-01 2.386016845703125000e+00 9.926903247833251953e-02 7.393847703933715820e-01 7.261484861373901367e-02 1.475427985191345215e+00 4.870365187525749207e-02 7.992115616798400879e-01 1.058557629585266113e-01 1.081655979156494141e+00 8.257479965686798096e-02 4.493721723556518555e-01 7.048293948173522949e-02 6.684637069702148438e-01 3.685081005096435547e-02 8.344225585460662842e-02 7.931370288133621216e-02 7.987851500511169434e-01 1.740585640072822571e-02
3.000000000000000000e+03 4.774813074618577957e-03 3.510968992486596107e-03 9.820559062063694000e-04 8.644202351570129395e-02 5.149151012301445007e-02 6.511443853378295898e-01 3.938920423388481140e-02 1.116309538483619690e-01 1.820413321256637573e-01 2.319569587707519531e+00 2.461430244147777557e-02 3.508245944976806641e-01 4.923157393932342529e-02 1.202792167663574219e+00 1.307836361229419708e-02 3.667189180850982666e-01 5.394542962312698364e-02 8.646864295005798340e-01 2.051855251193046570e-02 1.992568373680114746e-01 7.022839784622192383e-02 5.875113606452941895e-01 4.678841680288314819e-02 4.033022746443748474e-02 3.866430371999740601e-02 6.425141692161560059e-01 8.565156720578670502e-03 4.743493162095546722e-03 2.694670576602220535e-03 5.519078113138675690e-04 8.644202351570129395e-02 5.149151012301445007e-02 6.511443853378295898e-01 3.938920423388481140e-02 1.116309538483619690e-01 1.820413321256637573e-01 2.319569587707519531e+00 2.461430244147777557e-02 3.508245944976806641e-01 4.923157393932342529e-02 1.202792167663574219e+00 1.307836361229419708e-02 3.667189180850982666e-01 5.394542962312698364e-02 8.646864295005798340e-01 2.051855251193046570e-02 1.992568373680114746e-01 7.022839784622192383e-02 5.875113606452941895e-01 4.678841680288314819e-02 4.033022746443748474e-02 3.866430371999740601e-02 6.425141692161560059e-01 8.565156720578670502e-03
4.000000000000000000e+03 1.442601555027067661e-03 1.561325159855186939e-03 9.987489320337772369e-04 7.257287204265594482e-02 2.129795961081981659e-02 6.509746909141540527e-01 2.621527761220932007e-02 8.569815754890441895e-02 1.706814318895339966e-01 2.241338968276977539e+00 1.882741972804069519e-02 1.268581300973892212e-01 3.362788259983062744e-02 1.085007190704345703e+00 3.225155640393495560e-03 1.452211886644363403e-01 3.879487887024879456e-02 7.930861711502075195e-01 1.427726820111274719e-03 1.013950407505035400e-01 3.932917490601539612e-02 5.518943071365356445e-01 5.992579273879528046e-03 2.357648499310016632e-02 2.387498319149017334e-02 5.851203799247741699e-01 8.006288670003414154e-03 1.353007042780518532e-03 1.430480973795056343e-03 5.765247042290866375e-04 7.257287204265594482e-02 2.129795961081981659e-02 6.509746909141540527e-01 2.621527761220932007e-02 8.569815754890441895e-02 1.706814318895339966e-01 2.241338968276977539e+00 1.882741972804069519e-02 1.268581300973892212e-01 3.362788259983062744e-02 1.085007190704345703e+00 3.225155640393495560e-03 1.452211886644363403e-01 3.879487887024879456e-02 7.930861711502075195e-01 1.427726820111274719e-03 1.013950407505035400e-01 3.932917490601539612e-02 5.518943071365356445e-01 5.992579273879528046e-03 2.357648499310016632e-02 2.387498319149017334e-02 5.851203799247741699e-01 8.006288670003414154e-03
5.000000000000000000e+03 7.192055345512926579e-04 1.928249490447342396e-03 1.081915572285652161e-03 4.825300723314285278e-02 1.310878898948431015e-02 5.387096405029296875e-01 2.700958168134093285e-03 4.648050665855407715e-02 1.410195529460906982e-01 1.971467375755310059e+00 1.210149098187685013e-02 7.098972797393798828e-02 2.372852526605129242e-02 1.007727265357971191e+00 5.426166579127311707e-03 7.378899306058883667e-02 3.443589434027671814e-02 7.142876982688903809e-01 4.871968645602464676e-03 5.640335753560066223e-02 2.007256075739860535e-02 4.838792979717254639e-01 4.492864012718200684e-03 2.213128097355365753e-02 1.458880677819252014e-02 5.241746306419372559e-01 3.773413598537445068e-03 5.988948396407067776e-04 2.001913497224450111e-03 6.287724245339632034e-04 4.825300723314285278e-02 1.310878898948431015e-02 5.387096405029296875e-01 2.700958168134093285e-03 4.648050665855407715e-02 1.410195529460906982e-01 1.971467375755310059e+00 1.210149098187685013e-02 7.098972797393798828e-02 2.372852526605129242e-02 1.007727265357971191e+00 5.426166579127311707e-03 7.378899306058883667e-02 3.443589434027671814e-02 7.142876982688903809e-01 4.871968645602464676e-03 5.640335753560066223e-02 2.007256075739860535e-02 4.838792979717254639e-01 4.492864012718200684e-03 2.213128097355365753e-02 1.458880677819252014e-02 5.241746306419372559e-01 3.773413598537445068e-03
6.000000000000000000e+03 4.746381193399429321e-03 1.446665171533823013e-02 2.325617941096425056e-03 2.472089789807796478e-02 1.048834994435310364e-02 7.932882010936737061e-02 3.838617727160453796e-02 6.203654780983924866e-02 9.502167999744415283e-02 9.334883689880371094e-01 5.070139840245246887e-02 5.223975703120231628e-02 1.184992212802171707e-02 5.756396651268005371e-01 8.596668019890785217e-03 6.808264553546905518e-02 1.134053803980350494e-02 3.629432618618011475e-01 4.440428689122200012e-03 3.109880723059177399e-02 1.375223509967327118e-02 2.553548812866210938e-01 4.736579488962888718e-03 1.597874797880649567e-02 7.536421529948711395e-03 3.228271305561065674e-01 1.224153209477663040e-02 4.538830835372209549e-03 1.084078568965196609e-02 1.630545943044126034e-03 2.472089789807796478e-02 1.048834994435310364e-02 7.932882010936737061e-02 3.838617727160453796e-02 6.203654780983924866e-02 9.502167999744415283e-02 9.334883689880371094e-01 5.070139840245246887e-02 5.223975703120231628e-02 1.184992212802171707e-02 5.756396651268005371e-01 8.596668019890785217e-03 6.808264553546905518e-02 1.134053803980350494e-02 3.629432618618011475e-01 4.440428689122200012e-03 3.109880723059177399e-02 1.375223509967327118e-02 2.553548812866210938e-01 4.736579488962888718e-03 1.597874797880649567e-02 7.536421529948711395e-03 3.228271305561065674e-01 1.224153209477663040e-02
7.000000000000000000e+03 1.586252357810735703e-03 1.377889048308134079e-02 4.788396414369344711e-03 3.401935100555419922e-03 1.940279616974294186e-03 1.479790266603231430e-02 1.046686549670994282e-03 2.802984416484832764e-02 1.992626301944255829e-02 1.166330203413963318e-01 7.380411028861999512e-03 1.661497633904218674e-03 1.558841671794652939e-03 1.282018572092056274e-01 2.812501508742570877e-03 1.869822479784488678e-02 2.518134424462914467e-03 6.727534532546997070e-02 5.874728085473179817e-04 2.976382710039615631e-02 5.158844403922557831e-03 8.477576076984405518e-02 5.704767070710659027e-03 6.705690640956163406e-03 4.383424762636423111e-03 6.531829386949539185e-02 4.762351978570222855e-03 1.392601523548364639e-03 9.099004790186882019e-03 4.003301262855529785e-03 3.401935100555419922e-03 1.940279616974294186e-03 1.479790266603231430e-02 1.046686549670994282e-03 2.802984416484832764e-02 1.992626301944255829e-02 1.166330203413963318e-01 7.380411028861999512e-03 1.661497633904218674e-03 1.558841671794652939e-03 1.282018572092056274e-01 2.812501508742570877e-03 1.869822479784488678e-02 2.518134424462914467e-03 6.727534532546997070e-02 5.874728085473179817e-04 2.976382710039615631e-02 5.158844403922557831e-03 8.477576076984405518e-02 5.704767070710659027e-03 6.705690640956163406e-03 4.383424762636423111e-03 6.531829386949539185e-02 4.762351978570222855e-03
8.000000000000000000e+03 1.199434278532862663e-03 9.455179795622825623e-03 6.012648809701204300e-03 6.649557035416364670e-04 1.509127323515713215e-03 3.313679946586489677e-03 3.117290034424513578e-04 1.139533985406160355e-02 2.097659371793270111e-02 1.517273206263780594e-02 2.809461439028382301e-03 4.498224239796400070e-03 5.527492030523717403e-04 1.440081652253866196e-02 7.294982788152992725e-04 7.051086053252220154e-03 1.146346447058022022e-03 1.245214417576789856e-02 1.772233226802200079e-04 5.474782083183526993e-03 2.235360443592071533e-03 1.894953846931457520e-02 1.138898776844143867e-03 2.705605234950780869e-03 3.193991258740425110e-03 8.178607560694217682e-03 4.469665873330086470e-04 1.146682188846170902e-03 6.918759085237979889e-03 5.276241805404424667e-03 6.649557035416364670e-04 1.509127323515713215e-03 3.313679946586489677e-03 3.117290034424513578e-04 1.139533985406160355e-02 2.097659371793270111e-02 1.517273206263780594e-02 2.809461439028382301e-03 4.498224239796400070e-03 5.527492030523717403e-04 1.440081652253866196e-02 7.294982788152992725e-04 7.051086053252220154e-03 1.146346447058022022e-03 1.245214417576789856e-02 1.772233226802200079e-04 5.474782083183526993e-03 2.235360443592071533e-03 1.894953846931457520e-02 1.138898776844143867e-03 2.705605234950780869e-03 3.193991258740425110e-03 8.178607560694217682e-03 4.469665873330086470e-04
9.000000000000000000e+03 8.225514320656657219e-04 2.677329815924167633e-03 6.286199670284986496e-03 7.315707625821232796e-04 7.561143138445913792e-04 1.253238064236938953e-03 2.223250921815633774e-04 7.133171893656253815e-03 1.911400072276592255e-02 1.155132148414850235e-02 1.908645033836364746e-03 4.165748599916696548e-03 4.100100486539304256e-04 7.578284479677677155e-03 5.675342399626970291e-04 4.760546609759330750e-03 4.557787324301898479e-04 8.699827827513217926e-03 8.786631951807066798e-05 3.373706247657537460e-03 1.329671591520309448e-03 9.935074485838413239e-03 5.628950311802327633e-04 2.035840414464473724e-03 2.055010059848427773e-03 3.712408477440476418e-03 3.783475549425929785e-04 7.772186654619872570e-04 1.925670658238232136e-03 5.552812479436397552e-03 7.315707625821232796e-04 7.561143138445913792e-04 1.253238064236938953e-03 2.223250921815633774e-04 7.133171893656253815e-03 1.911400072276592255e-02 1.155132148414850235e-02 1.908645033836364746e-03 4.165748599916696548e-03 4.100100486539304256e-04 7.578284479677677155e-03 5.675342399626970291e-04 4.760546609759330750e-03 4.557787324301898479e-04 8.699827827513217926e-03 8.786631951807066798e-05 3.373706247657537460e-03 1.329671591520309448e-03 9.935074485838413239e-03 5.628950311802327633e-04 2.035840414464473724e-03 2.055010059848427773e-03 3.712408477440476418e-03 3.783475549425929785e-04
