# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.810378065466807129e-10 1.569412052049301565e-05 1.280632631051048520e-07 2.907969430088996887e-02 4.179322433471679688e+01 3.103474617004394531e+00 8.627266693115234375e+01 1.905168533325195312e+00 7.760824203491210938e+00 2.480610847473144531e+01 1.729673504829406738e+00 1.551515293121337891e+01 3.823833942413330078e+00 1.318631649017333984e+01 2.104173660278320312e+01 2.806304740905761719e+01 7.120451450347900391e+00 9.685828208923339844e+00 8.296010971069335938e+00 7.533417701721191406e+00 1.027371299144874683e-09 1.580389653099700809e-05 1.352518381736445008e-07 2.907969430088996887e-02 4.179322433471679688e+01 3.103474617004394531e+00 8.627266693115234375e+01 1.905168533325195312e+00 7.760824203491210938e+00 2.480610847473144531e+01 1.729673504829406738e+00 1.551515293121337891e+01 3.823833942413330078e+00 1.318631649017333984e+01 2.104173660278320312e+01 2.806304740905761719e+01 7.120451450347900391e+00 9.685828208923339844e+00 8.296010971069335938e+00 7.533417701721191406e+00
1.000000000000000000e+03 5.363527932900069572e-08 7.502661173930391669e-05 7.215303021723684651e-09 1.443207450211048126e-02 7.446034578606486320e-04 1.727033988572657108e-03 8.417337387800216675e-02 2.016236484050750732e-01 4.127283394336700439e-02 1.499962178058922291e-03 2.676607482135295868e-02 4.521517548710107803e-04 9.288862347602844238e-03 1.153933349996805191e-03 1.591409184038639069e-02 3.660422191023826599e-02 4.582853242754936218e-02 2.968486547470092773e-01 7.590271532535552979e-02 5.168578773736953735e-02 4.240327644566832532e-09 2.387119639024604112e-05 6.612267622330136874e-09 1.443207450211048126e-02 7.446034578606486320e-04 1.727033988572657108e-03 8.417337387800216675e-02 2.016236484050750732e-01 4.127283394336700439e-02 1.499962178058922291e-03 2.676607482135295868e-02 4.521517548710107803e-04 9.288862347602844238e-03 1.153933349996805191e-03 1.591409184038639069e-02 3.660422191023826599e-02 4.582853242754936218e-02 2.968486547470092773e-01 7.590271532535552979e-02 5.168578773736953735e-02
2.000000000000000000e+03 7.314132943747608806e-08 2.701643679756671190e-04 1.081322231755166285e-08 6.604933179914951324e-03 3.157797909807413816e-04 1.041924231685698032e-03 8.484742790460586548e-02 1.759759336709976196e-01 2.640534378588199615e-02 6.163704674690961838e-04 1.345870550721883774e-02 1.390140503644943237e-03 2.318495884537696838e-03 1.717764418572187424e-03 4.741132725030183792e-03 2.490094117820262909e-02 4.132190719246864319e-02 7.601041346788406372e-02 3.693124279379844666e-02 2.561342343688011169e-02 1.480868316861005951e-09 1.853265712270513177e-05 5.799648317150740695e-09 6.604933179914951324e-03 3.157797909807413816e-04 1.041924231685698032e-03 8.484742790460586548e-02 1.759759336709976196e-01 2.640534378588199615e-02 6.163704674690961838e-04 1.345870550721883774e-02 1.390140503644943237e-03 2.318495884537696838e-03 1.717764418572187424e-03 4.741132725030183792e-03 2.490094117820262909e-02 4.132190719246864319e-02 7.601041346788406372e-02 3.693124279379844666e-02 2.561342343688011169e-02
3.000000000000000000e+03 1.387554249276945484e-07 4.093789902981370687e-05 9.867046735223539144e-09 2.650645328685641289e-04 9.567997039994224906e-05 5.383652751334011555e-05 8.434937894344329834e-02 1.756644994020462036e-01 1.436973456293344498e-03 4.349673981778323650e-04 4.847060190513730049e-04 1.569202169775962830e-03 4.371756513137370348e-04 1.716202823445200920e-03 3.058865433558821678e-03 1.772444322705268860e-02 2.565963380038738251e-02 1.756516844034194946e-02 2.132797241210937500e-02 1.137152127921581268e-02 1.499289026263284086e-09 1.996021273953374475e-05 3.799843106833122874e-09 2.650645328685641289e-04 9.567997039994224906e-05 5.383652751334011555e-05 8.434937894344329834e-02 1.756644994020462036e-01 1.436973456293344498e-03 4.349673981778323650e-04 4.847060190513730049e-04 1.569202169775962830e-03 4.371756513137370348e-04 1.716202823445200920e-03 3.058865433558821678e-03 1.772444322705268860e-02 2.565963380038738251e-02 1.756516844034194946e-02 2.132797241210937500e-02 1.137152127921581268e-02
4.000000000000000000e+03 1.542375258622996625e-07 1.718314888421446085e-04 1.086552892104464263e-08 3.904836776200681925e-04 1.150578900706022978e-04 8.827995770843699574e-06 8.327119797468185425e-02 1.659291982650756836e-01 1.487843692302703857e-03 3.029134531971067190e-04 3.067725338041782379e-04 1.286284648813307285e-03 1.974897313630208373e-04 1.267840387299656868e-03 1.949358033016324043e-03 1.450904831290245056e-02 2.524315193295478821e-02 1.070059370249509811e-02 1.113724615424871445e-02 5.377914756536483765e-03 1.260393345248189689e-09 1.796625292627140880e-05 4.055741964492654006e-09 3.904836776200681925e-04 1.150578900706022978e-04 8.827995770843699574e-06 8.327119797468185425e-02 1.659291982650756836e-01 1.487843692302703857e-03 3.029134531971067190e-04 3.067725338041782379e-04 1.286284648813307285e-03 1.974897313630208373e-04 1.267840387299656868e-03 1.949358033016324043e-03 1.450904831290245056e-02 2.524315193295478821e-02 1.070059370249509811e-02 1.113724615424871445e-02 5.377914756536483765e-03
5.000000000000000000e+03 1.721826947687077336e-07 2.184758777730166912e-04 2.233965368247936567e-08 1.237907330505549908e-03 1.382394839311018586e-04 1.593778288224712014e-04 8.237465471029281616e-02 1.614434272050857544e-01 4.452953580766916275e-03 4.846564843319356441e-04 1.181071042083203793e-03 1.157252932898700237e-03 6.173821748234331608e-04 9.982268093153834343e-04 1.850796048529446125e-03 1.266590133309364319e-02 2.292938902974128723e-02 1.206011418253183365e-02 7.631069514900445938e-03 4.766228143125772476e-03 1.230237134386413800e-09 2.180424598918762058e-05 7.959511272304098384e-09 1.237907330505549908e-03 1.382394839311018586e-04 1.593778288224712014e-04 8.237465471029281616e-02 1.614434272050857544e-01 4.452953580766916275e-03 4.846564843319356441e-04 1.181071042083203793e-03 1.157252932898700237e-03 6.173821748234331608e-04 9.982268093153834343e-04 1.850796048529446125e-03 1.266590133309364319e-02 2.292938902974128723e-02 1.206011418253183365e-02 7.631069514900445938e-03 4.766228143125772476e-03
6.000000000000000000e+03 2.116811685937136644e-07 9.684031829237937927e-05 3.070621090728309355e-08 8.997000986710190773e-05 5.674780186382122338e-05 3.431222239669295959e-06 8.146046847105026245e-02 1.591571122407913208e-01 3.116287989541888237e-04 2.755971800070255995e-04 1.547311876493040472e-05 6.874116952531039715e-04 1.875141424534376711e-05 4.832892154809087515e-04 7.149693556129932404e-04 1.112540159374475479e-02 2.055514231324195862e-02 4.442334640771150589e-03 5.943431984633207321e-03 4.629058763384819031e-03 1.189064402495887407e-09 2.526469688746146858e-05 8.638520121451165323e-09 8.997000986710190773e-05 5.674780186382122338e-05 3.431222239669295959e-06 8.146046847105026245e-02 1.591571122407913208e-01 3.116287989541888237e-04 2.755971800070255995e-04 1.547311876493040472e-05 6.874116952531039715e-04 1.875141424534376711e-05 4.832892154809087515e-04 7.149693556129932404e-04 1.112540159374475479e-02 2.055514231324195862e-02 4.442334640771150589e-03 5.943431984633207321e-03 4.629058763384819031e-03
7.000000000000000000e+03 2.546709936268598540e-07 7.812872354406863451e-05 3.694572825452269171e-08 1.410064403899013996e-03 2.562065674283076078e-05 8.236958092311397195e-05 7.976561039686203003e-02 1.486528366804122925e-01 4.777005407959222794e-03 2.468531602062284946e-04 6.669315625913441181e-04 5.345717654563486576e-04 3.097982262261211872e-04 2.586664631962776184e-04 5.743236397393047810e-04 9.924651123583316803e-03 2.448453195393085480e-02 3.560435958206653595e-03 4.751029424369335175e-03 4.206713289022445679e-03 1.128495630275949679e-09 3.157575338263995945e-05 9.715061644044453715e-09 1.410064403899013996e-03 2.562065674283076078e-05 8.236958092311397195e-05 7.976561039686203003e-02 1.486528366804122925e-01 4.777005407959222794e-03 2.468531602062284946e-04 6.669315625913441181e-04 5.345717654563486576e-04 3.097982262261211872e-04 2.586664631962776184e-04 5.743236397393047810e-04 9.924651123583316803e-03 2.448453195393085480e-02 3.560435958206653595e-03 4.751029424369335175e-03 4.206713289022445679e-03
8.000000000000000000e+03 2.911694423346489202e-07 6.035799015080556273e-05 4.655062824099331920e-08 8.503219578415155411e-04 8.046924631344154477e-05 1.289856882067397237e-04 7.804027944803237915e-02 1.437038183212280273e-01 2.188745187595486641e-03 5.337219336070120335e-04 2.563822490628808737e-04 9.778625098988413811e-04 2.534750965423882008e-04 3.765030996873974800e-04 5.138443666510283947e-04 8.957932703197002411e-03 2.742492593824863434e-02 3.946268931031227112e-03 4.053711891174316406e-03 3.624305827543139458e-03 9.799169253810191549e-10 3.017634480784181505e-05 9.988013083273017401e-09 8.503219578415155411e-04 8.046924631344154477e-05 1.289856882067397237e-04 7.804027944803237915e-02 1.437038183212280273e-01 2.188745187595486641e-03 5.337219336070120335e-04 2.563822490628808737e-04 9.778625098988413811e-04 2.534750965423882008e-04 3.765030996873974800e-04 5.138443666510283947e-04 8.957932703197002411e-03 2.742492593824863434e-02 3.946268931031227112e-03 4.053711891174316406e-03 3.624305827543139458e-03
9.000000000000000000e+03 3.564239250408718362e-07 3.373700383235700428e-05 5.584066897768025228e-08 2.762708390946500003e-05 4.560080560622736812e-05 5.721651632484281436e-06 7.113348692655563354e-02 1.411692947149276733e-01 2.915578079409897327e-04 8.391585433855652809e-04 4.458019611774943769e-05 1.031232881359755993e-03 2.357639459660276771e-06 5.690276739187538624e-04 3.906517231371253729e-04 8.491900749504566193e-03 2.670594304800033569e-02 1.995895290747284889e-03 3.475083969533443451e-03 3.228555666282773018e-03 6.689520604119536529e-10 3.185718378517776728e-05 6.744043545836575504e-09 2.762708390946500003e-05 4.560080560622736812e-05 5.721651632484281436e-06 7.113348692655563354e-02 1.411692947149276733e-01 2.915578079409897327e-04 8.391585433855652809e-04 4.458019611774943769e-05 1.031232881359755993e-03 2.357639459660276771e-06 5.690276739187538624e-04 3.906517231371253729e-04 8.491900749504566193e-03 2.670594304800033569e-02 1.995895290747284889e-03 3.475083969533443451e-03 3.228555666282773018e-03
